Gene.stable.ID,HGNC.symbol
ENSMNEG00000039480,UTP6
ENSMNEG00000039481,NAP1L4
ENSMNEG00000039482,HLA-F
ENSMNEG00000039483,CHRDL1
ENSMNEG00000039484,BUD13
ENSMNEG00000039485,
ENSMNEG00000039486,CD96
ENSMNEG00000039487,LRP10
ENSMNEG00000039488,
ENSMNEG00000039488,
ENSMNEG00000039489,ZNF331
ENSMNEG00000039490,SLC9A9
ENSMNEG00000039491,RFTN1
ENSMNEG00000039492,SERPINI1
ENSMNEG00000039493,
ENSMNEG00000039494,STAB1
ENSMNEG00000039495,
ENSMNEG00000039496,SNX24
ENSMNEG00000039497,KCTD16
ENSMNEG00000039498,C17orf99
ENSMNEG00000039499,MRPL54
ENSMNEG00000039500,PPIL6
ENSMNEG00000039501,ZSCAN10
ENSMNEG00000039502,SGO1
ENSMNEG00000039503,DYSF
ENSMNEG00000039504,
ENSMNEG00000039505,
ENSMNEG00000039506,FAM118A
ENSMNEG00000039507,C2orf15
ENSMNEG00000039508,CTC1
ENSMNEG00000039509,SLC27A5
ENSMNEG00000039510,MYF5
ENSMNEG00000039511,IQCB1
ENSMNEG00000039512,PROS1
ENSMNEG00000039513,UBL4A
ENSMNEG00000039514,CRK
ENSMNEG00000039515,CPA1
ENSMNEG00000039516,INTS14
ENSMNEG00000039517,OCRL
ENSMNEG00000039518,AGO3
ENSMNEG00000039519,PRDX1
ENSMNEG00000039520,TIMM23
ENSMNEG00000039521,EIF2B3
ENSMNEG00000039522,TFIP11
ENSMNEG00000039523,ARHGAP33
ENSMNEG00000039524,IZUMO4
ENSMNEG00000039525,RMND1
ENSMNEG00000039526,
ENSMNEG00000039527,KATNBL1
ENSMNEG00000039528,IL36RN
ENSMNEG00000039529,CCNG2
ENSMNEG00000039530,SLC44A4
ENSMNEG00000039531,
ENSMNEG00000039532,BTBD10
ENSMNEG00000039533,IQCA1
ENSMNEG00000039534,PIM3
ENSMNEG00000039535,
ENSMNEG00000039536,
ENSMNEG00000039536,
ENSMNEG00000039537,
ENSMNEG00000039537,
ENSMNEG00000039538,NTHL1
ENSMNEG00000039539,TP53BP2
ENSMNEG00000039540,BCL11B
ENSMNEG00000039541,SH3D19
ENSMNEG00000039542,HNRNPL
ENSMNEG00000039543,TAFA2
ENSMNEG00000039544,
ENSMNEG00000039545,RIT1
ENSMNEG00000039546,SEC24C
ENSMNEG00000039547,SNAPC2
ENSMNEG00000039548,ERO1B
ENSMNEG00000039549,MED21
ENSMNEG00000039550,CCDC153
ENSMNEG00000039551,
ENSMNEG00000039552,OTOS
ENSMNEG00000039553,
ENSMNEG00000039554,KISS1
ENSMNEG00000039555,WDR3
ENSMNEG00000039556,NPPB
ENSMNEG00000039557,LRRTM4
ENSMNEG00000039558,
ENSMNEG00000039558,
ENSMNEG00000039558,
ENSMNEG00000039559,DDX5
ENSMNEG00000039560,
ENSMNEG00000039561,
ENSMNEG00000039562,LFNG
ENSMNEG00000039563,KAT6B
ENSMNEG00000039564,
ENSMNEG00000039565,COPZ1
ENSMNEG00000039566,IL36A
ENSMNEG00000039567,NDUFA13
ENSMNEG00000039568,HACL1
ENSMNEG00000039569,C3orf14
ENSMNEG00000039570,PLAAT3
ENSMNEG00000039571,PFKFB1
ENSMNEG00000039572,CMTR1
ENSMNEG00000039573,
ENSMNEG00000039573,
ENSMNEG00000039574,
ENSMNEG00000039575,SVOP
ENSMNEG00000039576,EFR3A
ENSMNEG00000039577,
ENSMNEG00000039577,
ENSMNEG00000039578,PAX9
ENSMNEG00000039579,LRRC34
ENSMNEG00000039580,NFKBIA
ENSMNEG00000039581,ZNF277
ENSMNEG00000039582,RIN1
ENSMNEG00000039583,DPCD
ENSMNEG00000039584,IQGAP2
ENSMNEG00000039585,
ENSMNEG00000039585,
ENSMNEG00000039586,FOXRED2
ENSMNEG00000039587,FAM53C
ENSMNEG00000039588,
ENSMNEG00000039589,PLCZ1
ENSMNEG00000039590,COIL
ENSMNEG00000039591,DPEP1
ENSMNEG00000039592,HIRA
ENSMNEG00000039593,ITFG2
ENSMNEG00000039594,TMEM88
ENSMNEG00000039595,C11orf52
ENSMNEG00000039596,IDH3B
ENSMNEG00000039597,
ENSMNEG00000039598,DDTL
ENSMNEG00000039599,ZNF77
ENSMNEG00000039600,BAG1
ENSMNEG00000039601,MCMBP
ENSMNEG00000039602,UNC119
ENSMNEG00000039603,IGDCC4
ENSMNEG00000039604,LTA
ENSMNEG00000039605,
ENSMNEG00000039606,SPINT1
ENSMNEG00000039607,LIG3
ENSMNEG00000039608,KANSL2
ENSMNEG00000039609,GTPBP6
ENSMNEG00000039610,ATRNL1
ENSMNEG00000039611,BCO1
ENSMNEG00000039612,C16orf87
ENSMNEG00000039613,
ENSMNEG00000039614,UBAC2
ENSMNEG00000039615,ORM1
ENSMNEG00000039616,PCDHAC2
ENSMNEG00000039617,QRSL1
ENSMNEG00000039618,
ENSMNEG00000039619,MKKS
ENSMNEG00000039620,SYNGR2
ENSMNEG00000039621,PHF1
ENSMNEG00000039622,FUBP3
ENSMNEG00000039623,MRTFB
ENSMNEG00000039624,SLC25A14
ENSMNEG00000039625,CD84
ENSMNEG00000039626,ARAP3
ENSMNEG00000039627,TCF7L2
ENSMNEG00000039628,UBXN11
ENSMNEG00000039629,
ENSMNEG00000039630,NCAPG
ENSMNEG00000039631,CREB3L3
ENSMNEG00000039632,DCTN5
ENSMNEG00000039633,PGM1
ENSMNEG00000039634,SHKBP1
ENSMNEG00000039635,MTPAP
ENSMNEG00000039636,CLASP2
ENSMNEG00000039637,RGL3
ENSMNEG00000039638,CUX2
ENSMNEG00000039639,LGMN
ENSMNEG00000039640,
ENSMNEG00000039641,
ENSMNEG00000039642,
ENSMNEG00000039643,PIK3IP1
ENSMNEG00000039644,DNMBP
ENSMNEG00000039645,DOC2B
ENSMNEG00000039646,C3orf70
ENSMNEG00000039647,SH3GLB1
ENSMNEG00000039648,
ENSMNEG00000039649,CASP8
ENSMNEG00000039650,OPRD1
ENSMNEG00000039651,OTUD7A
ENSMNEG00000039652,ANKRD50
ENSMNEG00000039653,TBC1D1
ENSMNEG00000039654,FBXW9
ENSMNEG00000039655,TBC1D5
ENSMNEG00000039656,HVCN1
ENSMNEG00000039657,ACBD4
ENSMNEG00000039658,ALCAM
ENSMNEG00000039659,PUM2
ENSMNEG00000039660,
ENSMNEG00000039661,CD101
ENSMNEG00000039662,PFN4
ENSMNEG00000039663,GLCE
ENSMNEG00000039664,LMCD1
ENSMNEG00000039665,TSSC4
ENSMNEG00000039666,
ENSMNEG00000039667,
ENSMNEG00000039667,
ENSMNEG00000039668,LRFN5
ENSMNEG00000039669,
ENSMNEG00000039670,NTN3
ENSMNEG00000039671,LRRC71
ENSMNEG00000039672,PRRT2
ENSMNEG00000039673,FAM166B
ENSMNEG00000039674,
ENSMNEG00000039675,RIPPLY3
ENSMNEG00000039676,
ENSMNEG00000039677,
ENSMNEG00000039678,SPATA17
ENSMNEG00000039679,
ENSMNEG00000039680,PHF21B
ENSMNEG00000039681,
ENSMNEG00000039682,DNAJB12
ENSMNEG00000039683,
ENSMNEG00000039684,ARMH1
ENSMNEG00000039685,NOL10
ENSMNEG00000039686,
ENSMNEG00000039687,
ENSMNEG00000039688,
ENSMNEG00000039689,SUCO
ENSMNEG00000039690,ZNF382
ENSMNEG00000039691,
ENSMNEG00000039692,
ENSMNEG00000039693,ATG4A
ENSMNEG00000039694,SMAD7
ENSMNEG00000039695,
ENSMNEG00000039695,
ENSMNEG00000039696,TMEM144
ENSMNEG00000039697,CLYBL
ENSMNEG00000039698,IREB2
ENSMNEG00000039699,NOP14
ENSMNEG00000039700,
ENSMNEG00000039701,CMC4
ENSMNEG00000039702,TLX1
ENSMNEG00000039703,
ENSMNEG00000039704,ZNF570
ENSMNEG00000039705,PRDM2
ENSMNEG00000039706,MARCHF7
ENSMNEG00000039707,QPRT
ENSMNEG00000039708,
ENSMNEG00000039708,
ENSMNEG00000039709,
ENSMNEG00000039710,MVD
ENSMNEG00000039711,PLAC8
ENSMNEG00000039712,
ENSMNEG00000039713,C17orf98
ENSMNEG00000039714,
ENSMNEG00000039715,TECPR1
ENSMNEG00000039716,
ENSMNEG00000039717,OGDHL
ENSMNEG00000039718,NDUFA5
ENSMNEG00000039719,BRI3BP
ENSMNEG00000039720,CBX1
ENSMNEG00000039721,
ENSMNEG00000039722,RARRES1
ENSMNEG00000039723,
ENSMNEG00000039724,
ENSMNEG00000039725,
ENSMNEG00000039726,
ENSMNEG00000039727,SMIM17
ENSMNEG00000039728,KLB
ENSMNEG00000039729,EDDM13
ENSMNEG00000039730,SLC29A2
ENSMNEG00000039731,ATG2A
ENSMNEG00000039732,HS6ST3
ENSMNEG00000039733,YWHAH
ENSMNEG00000039734,ZFP36
ENSMNEG00000039735,
ENSMNEG00000039736,
ENSMNEG00000039737,ANAPC1
ENSMNEG00000039738,ATOX1
ENSMNEG00000039739,ZNF320
ENSMNEG00000039740,C3orf33
ENSMNEG00000039741,ADPRH
ENSMNEG00000039742,MSH6
ENSMNEG00000039743,CNOT10
ENSMNEG00000039744,NXPH1
ENSMNEG00000039745,PAK3
ENSMNEG00000039746,CCDC22
ENSMNEG00000039747,TMEM205
ENSMNEG00000039748,
ENSMNEG00000039749,CTU1
ENSMNEG00000039750,
ENSMNEG00000039750,
ENSMNEG00000039751,NACAD
ENSMNEG00000039752,C3orf52
ENSMNEG00000039753,FAM104B
ENSMNEG00000039754,ZNF174
ENSMNEG00000039755,ZNF692
ENSMNEG00000039756,TMEM225B
ENSMNEG00000039757,WDR53
ENSMNEG00000039758,
ENSMNEG00000039759,
ENSMNEG00000039760,ITGA1
ENSMNEG00000039761,
ENSMNEG00000039762,DHX36
ENSMNEG00000039763,APPL2
ENSMNEG00000039764,KLHL33
ENSMNEG00000039765,
ENSMNEG00000039766,
ENSMNEG00000039766,
ENSMNEG00000039767,PBLD
ENSMNEG00000039768,PPP1R36
ENSMNEG00000039769,SERPINI2
ENSMNEG00000039770,
ENSMNEG00000039771,SAP30
ENSMNEG00000039772,LMNTD1
ENSMNEG00000039773,
ENSMNEG00000039774,CCDC51
ENSMNEG00000039775,CYB5D2
ENSMNEG00000039776,MKX
ENSMNEG00000039777,
ENSMNEG00000039778,HRH2
ENSMNEG00000039779,CHID1
ENSMNEG00000039780,MAGEE1
ENSMNEG00000039781,
ENSMNEG00000039782,FCRLA
ENSMNEG00000039783,OTOP3
ENSMNEG00000039784,PMS1
ENSMNEG00000039785,POU4F1
ENSMNEG00000039786,EFNA2
ENSMNEG00000039787,SNRPD2
ENSMNEG00000039788,MBD6
ENSMNEG00000039789,PLXNA1
ENSMNEG00000039790,PTAR1
ENSMNEG00000039791,TXK
ENSMNEG00000039792,PCMT1
ENSMNEG00000039793,PREX2
ENSMNEG00000039794,UPF3B
ENSMNEG00000039795,ZNF774
ENSMNEG00000039796,
ENSMNEG00000039797,
ENSMNEG00000039798,CEPT1
ENSMNEG00000039799,
ENSMNEG00000039799,
ENSMNEG00000039800,
ENSMNEG00000039801,CTNNBL1
ENSMNEG00000039802,NAXE
ENSMNEG00000039803,SNAP25
ENSMNEG00000039804,NPDC1
ENSMNEG00000039805,HOXC10
ENSMNEG00000039806,CFAP36
ENSMNEG00000039807,CST9
ENSMNEG00000039808,SND1
ENSMNEG00000039809,
ENSMNEG00000039810,TECRL
ENSMNEG00000039811,VDAC3
ENSMNEG00000039812,KLHL28
ENSMNEG00000039813,UCHL5
ENSMNEG00000039814,ANKRD2
ENSMNEG00000039815,LMLN2
ENSMNEG00000039816,
ENSMNEG00000039817,DUSP4
ENSMNEG00000039818,UAP1
ENSMNEG00000039819,TNFRSF11B
ENSMNEG00000039820,EPB41L4B
ENSMNEG00000039821,C1orf87
ENSMNEG00000039822,LEUTX
ENSMNEG00000039823,
ENSMNEG00000039824,CFAP77
ENSMNEG00000039825,CUL3
ENSMNEG00000039826,ZNF530
ENSMNEG00000039827,ARL8A
ENSMNEG00000039828,GAS2L2
ENSMNEG00000039829,
ENSMNEG00000039830,GLT1D1
ENSMNEG00000039831,LAMP3
ENSMNEG00000039832,LDB1
ENSMNEG00000039833,
ENSMNEG00000039834,
ENSMNEG00000039835,TMEM220
ENSMNEG00000039836,EPS8L2
ENSMNEG00000039837,
ENSMNEG00000039838,RUFY2
ENSMNEG00000039839,
ENSMNEG00000039840,ZFYVE28
ENSMNEG00000039841,KCNF1
ENSMNEG00000039842,EREG
ENSMNEG00000039843,TGFBI
ENSMNEG00000039844,
ENSMNEG00000039844,
ENSMNEG00000039845,ITGA7
ENSMNEG00000039846,
ENSMNEG00000039847,
ENSMNEG00000039848,ADAMTSL1
ENSMNEG00000039849,LONRF2
ENSMNEG00000039850,
ENSMNEG00000039851,
ENSMNEG00000039852,
ENSMNEG00000039853,
ENSMNEG00000039854,NEFL
ENSMNEG00000039855,GRB10
ENSMNEG00000039856,WARS1
ENSMNEG00000039857,
ENSMNEG00000039858,AKAP6
ENSMNEG00000039859,SFI1
ENSMNEG00000039860,ARHGAP4
ENSMNEG00000039861,GBA2
ENSMNEG00000039862,SEC22A
ENSMNEG00000039863,ABI3BP
ENSMNEG00000039864,KCNMA1
ENSMNEG00000039865,BTNL9
ENSMNEG00000039866,
ENSMNEG00000039867,BACE2
ENSMNEG00000039868,
ENSMNEG00000039869,FNDC3B
ENSMNEG00000039870,FMO5
ENSMNEG00000039871,SPACA6
ENSMNEG00000039872,GALK1
ENSMNEG00000039873,SAMD15
ENSMNEG00000039874,TOR2A
ENSMNEG00000039875,OBSCN
ENSMNEG00000039876,IDI2
ENSMNEG00000039877,MAFB
ENSMNEG00000039878,KRT35
ENSMNEG00000039879,
ENSMNEG00000039879,
ENSMNEG00000039880,
ENSMNEG00000039881,SH3BP4
ENSMNEG00000039882,AVL9
ENSMNEG00000039883,ATP6V1B2
ENSMNEG00000039884,TRIP6
ENSMNEG00000039885,CDV3
ENSMNEG00000039886,PALM3
ENSMNEG00000039887,TMED2
ENSMNEG00000039888,CCDC122
ENSMNEG00000039889,ZNF664
ENSMNEG00000039890,TRIM24
ENSMNEG00000039891,KCNMB4
ENSMNEG00000039892,BTN2A1
ENSMNEG00000039893,DHRS9
ENSMNEG00000039894,SLC46A2
ENSMNEG00000039895,FGF18
ENSMNEG00000039896,CNGB3
ENSMNEG00000039897,ARHGAP18
ENSMNEG00000039898,C12orf56
ENSMNEG00000039899,
ENSMNEG00000039900,KATNA1
ENSMNEG00000039901,KLRC1
ENSMNEG00000039902,FABP5
ENSMNEG00000039903,
ENSMNEG00000039904,RAD51C
ENSMNEG00000039905,CHD1L
ENSMNEG00000039906,ST6GALNAC2
ENSMNEG00000039907,BIK
ENSMNEG00000039908,ZSCAN5B
ENSMNEG00000039909,
ENSMNEG00000039910,IPO8
ENSMNEG00000039911,
ENSMNEG00000039912,THBS2
ENSMNEG00000039913,ARHGEF19
ENSMNEG00000039914,ANKRD22
ENSMNEG00000039915,TMEM247
ENSMNEG00000039916,C7orf33
ENSMNEG00000039917,
ENSMNEG00000039918,SLC25A20
ENSMNEG00000039919,
ENSMNEG00000039920,LTN1
ENSMNEG00000039921,YIPF5
ENSMNEG00000039922,
ENSMNEG00000039923,COQ8B
ENSMNEG00000039924,
ENSMNEG00000039925,PEX6
ENSMNEG00000039926,VWA8
ENSMNEG00000039927,SBNO2
ENSMNEG00000039928,GALNTL5
ENSMNEG00000039929,ABAT
ENSMNEG00000039930,
ENSMNEG00000039931,ERP27
ENSMNEG00000039932,RHBDL1
ENSMNEG00000039933,PACSIN1
ENSMNEG00000039934,DENND2D
ENSMNEG00000039935,CTTNBP2
ENSMNEG00000039936,NELFB
ENSMNEG00000039937,CORO2A
ENSMNEG00000039938,FAM172A
ENSMNEG00000039939,PPTC7
ENSMNEG00000039940,FSTL4
ENSMNEG00000039941,ATP10B
ENSMNEG00000039942,KHK
ENSMNEG00000039943,
ENSMNEG00000039944,WDR72
ENSMNEG00000039945,F2R
ENSMNEG00000039946,UFD1
ENSMNEG00000039947,FIGN
ENSMNEG00000039948,
ENSMNEG00000039949,ZNF549
ENSMNEG00000039950,MRPL50
ENSMNEG00000039951,ADAM2
ENSMNEG00000039952,PADI6
ENSMNEG00000039953,CLCN4
ENSMNEG00000039954,MAK
ENSMNEG00000039955,XKR6
ENSMNEG00000039956,GRIA4
ENSMNEG00000039957,SATL1
ENSMNEG00000039958,MAP3K2
ENSMNEG00000039959,FSCB
ENSMNEG00000039960,CAMKMT
ENSMNEG00000039961,
ENSMNEG00000039962,BCAS1
ENSMNEG00000039963,
ENSMNEG00000039964,IKBKB
ENSMNEG00000039965,PMS2
ENSMNEG00000039966,TBC1D10A
ENSMNEG00000039967,
ENSMNEG00000039968,
ENSMNEG00000039969,ZNF230
ENSMNEG00000039970,PRRC1
ENSMNEG00000039971,ANK1
ENSMNEG00000039972,C8orf33
ENSMNEG00000039973,TRAPPC6A
ENSMNEG00000039974,
ENSMNEG00000039975,SAMHD1
ENSMNEG00000039976,TFDP2
ENSMNEG00000039977,RDM1
ENSMNEG00000039978,MRPS11
ENSMNEG00000039979,GNA12
ENSMNEG00000039980,ING1
ENSMNEG00000039981,
ENSMNEG00000039981,
ENSMNEG00000039982,
ENSMNEG00000039983,TMEM44
ENSMNEG00000039984,AURKC
ENSMNEG00000039985,
ENSMNEG00000039986,NSRP1
ENSMNEG00000039987,LRRIQ4
ENSMNEG00000039988,
ENSMNEG00000039989,
ENSMNEG00000039990,ZDHHC15
ENSMNEG00000039991,KCNT1
ENSMNEG00000039992,WBP4
ENSMNEG00000039993,IRAK4
ENSMNEG00000039994,DHX57
ENSMNEG00000039995,AIP
ENSMNEG00000039996,ZNF18
ENSMNEG00000039997,
ENSMNEG00000039998,
ENSMNEG00000039998,
ENSMNEG00000039998,
ENSMNEG00000039999,NPM3
ENSMNEG00000040000,ELOA
ENSMNEG00000040001,HOXB7
ENSMNEG00000040002,KPNA3
ENSMNEG00000040003,FAM47A
ENSMNEG00000040004,UXS1
ENSMNEG00000040005,KCNQ5
ENSMNEG00000040006,FAM13B
ENSMNEG00000040007,
ENSMNEG00000040008,ATRAID
ENSMNEG00000040009,
ENSMNEG00000040009,
ENSMNEG00000040010,NEXN
ENSMNEG00000040011,TBXT
ENSMNEG00000040012,
ENSMNEG00000040013,E2F8
ENSMNEG00000040014,DAZAP1
ENSMNEG00000040015,IL1B
ENSMNEG00000040016,DDX23
ENSMNEG00000040017,TCERG1L
ENSMNEG00000040018,KALRN
ENSMNEG00000040019,DDOST
ENSMNEG00000040020,
ENSMNEG00000040020,
ENSMNEG00000040021,PLEKHB1
ENSMNEG00000040022,
ENSMNEG00000040023,UBE2D1
ENSMNEG00000040024,TAF1D
ENSMNEG00000040025,TFAP2A
ENSMNEG00000040026,GNA13
ENSMNEG00000040027,TUSC3
ENSMNEG00000040028,CAMK1D
ENSMNEG00000040029,
ENSMNEG00000040030,SPPL2B
ENSMNEG00000040031,
ENSMNEG00000040032,RGS14
ENSMNEG00000040033,MOV10
ENSMNEG00000040034,MSI1
ENSMNEG00000040035,DNAH17
ENSMNEG00000040036,SLC43A2
ENSMNEG00000040037,TRAV22
ENSMNEG00000040038,EIF5B
ENSMNEG00000040039,SDSL
ENSMNEG00000040040,POPDC2
ENSMNEG00000040041,IL15
ENSMNEG00000040042,PLXNB1
ENSMNEG00000040043,FAM189A2
ENSMNEG00000040044,CHD5
ENSMNEG00000040045,FBL
ENSMNEG00000040046,USP39
ENSMNEG00000040047,CCDC15
ENSMNEG00000040048,HECTD4
ENSMNEG00000040049,DERL2
ENSMNEG00000040050,ANKDD1B
ENSMNEG00000040051,GPR132
ENSMNEG00000040052,KIAA0930
ENSMNEG00000040053,GRB14
ENSMNEG00000040054,
ENSMNEG00000040055,MATN3
ENSMNEG00000040056,AAGAB
ENSMNEG00000040057,KIF5B
ENSMNEG00000040058,SOX10
ENSMNEG00000040059,
ENSMNEG00000040060,TSHZ2
ENSMNEG00000040061,MTERF4
ENSMNEG00000040062,
ENSMNEG00000040062,
ENSMNEG00000040063,DBP
ENSMNEG00000040064,REST
ENSMNEG00000040065,NTS
ENSMNEG00000040066,
ENSMNEG00000040067,VSIG10L
ENSMNEG00000040068,
ENSMNEG00000040069,VRK3
ENSMNEG00000040070,
ENSMNEG00000040071,LRRC25
ENSMNEG00000040072,AHCY
ENSMNEG00000040073,
ENSMNEG00000040074,CLTB
ENSMNEG00000040075,
ENSMNEG00000040076,F11
ENSMNEG00000040077,SYNJ1
ENSMNEG00000040078,BARHL2
ENSMNEG00000040079,CD37
ENSMNEG00000040080,TMEM263
ENSMNEG00000040081,PTBP2
ENSMNEG00000040082,SYN3
ENSMNEG00000040083,SLC25A36
ENSMNEG00000040084,CNGA3
ENSMNEG00000040085,KIF25
ENSMNEG00000040086,SPHK2
ENSMNEG00000040087,C16orf46
ENSMNEG00000040088,PLBD2
ENSMNEG00000040089,PLEKHA5
ENSMNEG00000040090,EIF2AK2
ENSMNEG00000040091,NECAB3
ENSMNEG00000040092,CYP7A1
ENSMNEG00000040093,C6orf15
ENSMNEG00000040094,DUSP9
ENSMNEG00000040095,GABRD
ENSMNEG00000040096,AMN
ENSMNEG00000040097,PTGFRN
ENSMNEG00000040098,
ENSMNEG00000040099,ARL15
ENSMNEG00000040100,PYURF
ENSMNEG00000040101,
ENSMNEG00000040102,LASP1
ENSMNEG00000040103,PARD3B
ENSMNEG00000040104,MED18
ENSMNEG00000040105,RNF175
ENSMNEG00000040106,
ENSMNEG00000040107,TBC1D14
ENSMNEG00000040108,CPB1
ENSMNEG00000040109,ADCY8
ENSMNEG00000040110,OR5P3
ENSMNEG00000040111,CUL2
ENSMNEG00000040112,
ENSMNEG00000040113,RNF220
ENSMNEG00000040114,AKIRIN2
ENSMNEG00000040115,
ENSMNEG00000040116,KASH5
ENSMNEG00000040117,
ENSMNEG00000040118,
ENSMNEG00000040119,PPP1R26
ENSMNEG00000040120,SHROOM4
ENSMNEG00000040121,ZIC1
ENSMNEG00000040122,APLP1
ENSMNEG00000040123,ARIH2
ENSMNEG00000040124,HGF
ENSMNEG00000040125,MTX1
ENSMNEG00000040126,UBE2N
ENSMNEG00000040127,ETNPPL
ENSMNEG00000040128,POC1B
ENSMNEG00000040129,CCDC33
ENSMNEG00000040130,CCN4
ENSMNEG00000040131,
ENSMNEG00000040132,FSTL1
ENSMNEG00000040133,AEN
ENSMNEG00000040134,ADGRL2
ENSMNEG00000040135,ZNF143
ENSMNEG00000040136,ADARB2
ENSMNEG00000040137,PANK3
ENSMNEG00000040138,
ENSMNEG00000040139,SPNS3
ENSMNEG00000040140,SCAPER
ENSMNEG00000040141,NPC2
ENSMNEG00000040142,
ENSMNEG00000040143,FIZ1
ENSMNEG00000040144,ALG14
ENSMNEG00000040145,GOLPH3
ENSMNEG00000040146,SLC45A2
ENSMNEG00000040147,GATB
ENSMNEG00000040148,CENPE
ENSMNEG00000040149,RBM34
ENSMNEG00000040150,RETNLB
ENSMNEG00000040151,
ENSMNEG00000040152,
ENSMNEG00000040153,COPS7B
ENSMNEG00000040154,RECQL5
ENSMNEG00000040155,SESN2
ENSMNEG00000040156,
ENSMNEG00000040157,C21orf91
ENSMNEG00000040158,FOXO3
ENSMNEG00000040159,B4GALT5
ENSMNEG00000040160,
ENSMNEG00000040161,WDR45B
ENSMNEG00000040162,
ENSMNEG00000040163,PDE4A
ENSMNEG00000040164,
ENSMNEG00000040165,TAF9B
ENSMNEG00000040166,TAF1
ENSMNEG00000040167,TTLL4
ENSMNEG00000040168,HAMP
ENSMNEG00000040169,ELK3
ENSMNEG00000040170,TMCC1
ENSMNEG00000040171,
ENSMNEG00000040172,S100A2
ENSMNEG00000040173,TXNRD3
ENSMNEG00000040174,UBR3
ENSMNEG00000040175,NAAA
ENSMNEG00000040176,RPL10A
ENSMNEG00000040177,THOC1
ENSMNEG00000040178,
ENSMNEG00000040179,MAML3
ENSMNEG00000040180,
ENSMNEG00000040181,
ENSMNEG00000040182,
ENSMNEG00000040183,
ENSMNEG00000040183,
ENSMNEG00000040184,TMEM123
ENSMNEG00000040185,TRIM47
ENSMNEG00000040186,ENDOD1
ENSMNEG00000040187,IL1A
ENSMNEG00000040188,SIGLECL1
ENSMNEG00000040189,
ENSMNEG00000040190,
ENSMNEG00000040191,ZNF839
ENSMNEG00000040192,MACC1
ENSMNEG00000040193,ATP2B2
ENSMNEG00000040194,NEK8
ENSMNEG00000040195,KIF9
ENSMNEG00000040196,CCT7
ENSMNEG00000040197,MATN4
ENSMNEG00000040198,GLIPR2
ENSMNEG00000040199,TMEM127
ENSMNEG00000040200,VKORC1
ENSMNEG00000040201,
ENSMNEG00000040202,HOXD3
ENSMNEG00000040203,CIART
ENSMNEG00000040204,
ENSMNEG00000040205,ARHGAP26
ENSMNEG00000040206,SPDL1
ENSMNEG00000040207,OTUD3
ENSMNEG00000040208,RELT
ENSMNEG00000040209,SLFN12L
ENSMNEG00000040210,EXTL1
ENSMNEG00000040211,NOL9
ENSMNEG00000040212,EPO
ENSMNEG00000040213,C8B
ENSMNEG00000040214,
ENSMNEG00000040215,ZNF408
ENSMNEG00000040216,GRXCR2
ENSMNEG00000040217,RBM39
ENSMNEG00000040218,ZNF778
ENSMNEG00000040219,C16orf54
ENSMNEG00000040220,
ENSMNEG00000040221,METTL17
ENSMNEG00000040222,THOC5
ENSMNEG00000040223,
ENSMNEG00000040224,BBS10
ENSMNEG00000040225,CD47
ENSMNEG00000040226,
ENSMNEG00000040227,
ENSMNEG00000040228,MPDZ
ENSMNEG00000040229,RAD51B
ENSMNEG00000040230,
ENSMNEG00000040231,
ENSMNEG00000040232,CENPF
ENSMNEG00000040233,COL4A6
ENSMNEG00000040234,STAR
ENSMNEG00000040235,C5AR1
ENSMNEG00000040236,SMTN
ENSMNEG00000040237,
ENSMNEG00000040238,
ENSMNEG00000040239,ZSCAN26
ENSMNEG00000040240,SPATA48
ENSMNEG00000040241,PRRX1
ENSMNEG00000040242,
ENSMNEG00000040243,PPAT
ENSMNEG00000040244,
ENSMNEG00000040245,LGALS12
ENSMNEG00000040246,NDUFAF5
ENSMNEG00000040247,CNEP1R1
ENSMNEG00000040248,IGSF6
ENSMNEG00000040249,CCS
ENSMNEG00000040250,BIRC7
ENSMNEG00000040251,CLEC17A
ENSMNEG00000040252,NOL6
ENSMNEG00000040253,NOVA2
ENSMNEG00000040254,NHSL2
ENSMNEG00000040255,PPP1R10
ENSMNEG00000040256,
ENSMNEG00000040257,ISOC2
ENSMNEG00000040258,MAP3K11
ENSMNEG00000040259,
ENSMNEG00000040260,C1orf43
ENSMNEG00000040261,DYNC1I1
ENSMNEG00000040262,ZNF596
ENSMNEG00000040263,MT3
ENSMNEG00000040264,GTSF1L
ENSMNEG00000040265,MEIKIN
ENSMNEG00000040266,CRACR2B
ENSMNEG00000040267,KLK3
ENSMNEG00000040268,MKRN1
ENSMNEG00000040269,BOP1
ENSMNEG00000040270,HARS2
ENSMNEG00000040271,SLC47A2
ENSMNEG00000040272,
ENSMNEG00000040273,
ENSMNEG00000040274,CDH22
ENSMNEG00000040275,RNF181
ENSMNEG00000040276,L3HYPDH
ENSMNEG00000040277,SAT2
ENSMNEG00000040278,ATP12A
ENSMNEG00000040279,CUX1
ENSMNEG00000040280,CDH1
ENSMNEG00000040281,
ENSMNEG00000040282,
ENSMNEG00000040283,POLR1E
ENSMNEG00000040284,TXNDC16
ENSMNEG00000040285,NPTX1
ENSMNEG00000040286,SEMG1
ENSMNEG00000040287,SLC7A8
ENSMNEG00000040288,ZNF107
ENSMNEG00000040289,TMEM25
ENSMNEG00000040290,SOX8
ENSMNEG00000040291,DLK1
ENSMNEG00000040292,
ENSMNEG00000040293,RCC2
ENSMNEG00000040294,MAGI2
